wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster,vtec_year
LOT,2026-03-10 22:03,2026-03-10 23:00,2026-03-10 22:03,202603102300,SV,P,W,8,NEW,,967.5151067480114,2026-03-10 22:03,,,,,False,2026-03-10 22:03,2026-03-10 22:14,50.0,1.25,,,202603102203-KLOT-WUUS53-SVRLOT,Birk,2026
LOT,2026-04-02 23:42,2026-04-03 00:00,2026-04-02 23:42,202604030000,SV,P,W,54,NEW,,304.7846135934604,2026-04-02 23:42,,,,,False,2026-04-02 23:42,2026-04-02 23:52,70.0,1.0,POSSIBLE,CONSIDERABLE,202604022342-KLOT-WUUS53-SVRLOT,Doom,2026
LOT,2026-02-19 14:47,2026-02-19 15:00,2026-02-19 14:47,202602191500,SV,P,W,2,NEW,,108.22647183700435,2026-02-19 14:47,,,,,False,2026-02-19 14:47,2026-02-19 14:59,50.0,1.0,,,202602191447-KLOT-WUUS53-SVRLOT,Yack,2026
LOT,2026-03-31 21:06,2026-03-31 21:29,2026-03-31 21:06,202603312145,SV,P,W,51,NEW,,553.0160765304715,2026-03-31 21:06,,,,,False,2026-03-31 21:06,2026-03-31 21:21,60.0,1.0,,,202603312106-KLOT-WUUS53-SVRLOT,Izzi,2026
LOT,2026-03-11 00:27,2026-03-11 01:10,2026-03-11 00:27,202603110130,SV,P,W,19,NEW,,862.0835146011746,2026-03-11 00:27,,,,,False,2026-03-11 00:27,2026-03-11 00:43,50.0,2.5,,CONSIDERABLE,202603110027-KLOT-WUUS53-SVRLOT,Borchardt,2026
LOT,2026-03-15 23:14,2026-03-15 23:32,2026-03-15 23:14,202603160000,SV,P,W,28,NEW,,222.9192621809959,2026-03-15 23:14,,,,,False,2026-03-15 23:14,2026-03-15 23:24,60.0,0.75,,,202603152314-KLOT-WUUS53-SVRLOT,Kluber,2026
LOT,2026-04-02 23:24,2026-04-03 00:00,2026-04-02 23:24,202604030000,SV,P,W,53,NEW,,1965.739872562732,2026-04-02 23:24,,,,,False,2026-04-02 23:24,2026-04-02 23:37,70.0,1.0,,CONSIDERABLE,202604022324-KLOT-WUUS53-SVRLOT,Doom,2026
LOT,2026-04-04 06:00,2026-04-08 10:00,2026-04-04 06:00,202604081000,FL,P,W,10,NEW,,144.36455371666997,2026-04-04 03:12,OTWI2,1,ER,NO,False,2026-04-04 06:00,2026-04-04 16:38,,,,,202604040312-KLOT-WGUS43-FLWLOT,DK,2026
LOT,2026-04-18 18:00,2026-04-19 01:44,2026-04-18 18:00,202604211800,FL,P,W,31,NEW,,144.36455371666997,2026-04-18 10:44,OTWI2,N,ER,NO,False,2026-04-18 17:53,2026-04-18 17:53,,,,,202604181044-KLOT-WGUS43-FLWLOT,Doom,2026
LOT,2026-03-10 23:59,2026-03-11 00:19,2026-03-10 23:59,202603110030,SV,P,W,15,NEW,,491.77120684316225,2026-03-10 23:59,,,,,False,2026-03-10 23:59,2026-03-11 00:06,50.0,1.0,,,202603102359-KLOT-WUUS53-SVRLOT,Borchardt,2026
LOT,2026-03-10 22:30,2026-03-10 22:45,2026-03-10 22:30,202603102245,SV,P,W,10,NEW,,34.51411120801816,2026-03-10 22:30,,,,,False,2026-03-10 22:30,2026-03-10 22:45,60.0,2.75,,DESTRUCTIVE,202603102230-KLOT-WUUS53-SVRLOT,Donofrio,2026
LOT,2026-04-03 00:40,2026-04-03 01:15,2026-04-03 00:40,202604030115,TO,P,W,10,NEW,,609.9862254046033,2026-04-03 00:40,,,,,False,2026-04-03 00:40,2026-04-03 00:53,,0.0,RADAR INDICATED,,202604030040-KLOT-WFUS53-TORLOT,Izzi,2026
LOT,2026-04-17 22:07,2026-04-17 22:37,2026-04-17 22:07,202604172315,TO,P,W,16,NEW,,464.25659923301794,2026-04-17 22:07,,,,,False,2026-04-17 22:07,2026-04-17 22:17,,2.75,OBSERVED,,202604172207-KLOT-WFUS53-TORLOT,Yack,2026
LOT,2026-04-03 03:13,2026-04-03 04:00,2026-04-03 03:13,202604030400,SV,P,W,65,NEW,,1358.6292660960432,2026-04-03 03:13,,,,,False,2026-04-03 03:13,2026-04-03 03:27,70.0,0.75,POSSIBLE,CONSIDERABLE,202604030313-KLOT-WUUS53-SVRLOT,Izzi,2026
LOT,2026-04-13 18:24,2026-04-13 19:15,2026-04-13 18:24,202604131915,SV,P,W,71,NEW,,746.8451129850512,2026-04-13 18:24,,,,,False,2026-04-13 18:24,2026-04-13 18:36,50.0,1.0,,,202604131824-KLOT-WUUS53-SVRLOT,Donofrio,2026
LOT,2026-03-11 01:36,2026-03-11 01:54,2026-03-11 01:36,202603110215,TO,P,W,7,NEW,,601.6567472600703,2026-03-11 01:36,,,,,False,2026-03-11 01:36,2026-03-11 01:44,,1.75,RADAR INDICATED,,202603110136-KLOT-WFUS53-TORLOT,Borchardt,2026
LOT,2026-04-28 00:59,2026-04-28 01:30,2026-04-28 00:59,202604280145,SV,P,W,103,NEW,,1029.2372669219576,2026-04-28 00:59,,,,,False,2026-04-28 00:59,2026-04-28 01:10,60.0,0.75,,,202604280059-KLOT-WUUS53-SVRLOT,Ogorek,2026
LOT,2026-03-31 14:29,2026-03-31 15:30,2026-03-31 14:29,202603311530,SV,P,W,45,NEW,,1704.2226740701385,2026-03-31 14:29,,,,,False,2026-03-31 14:29,2026-03-31 14:41,60.0,1.75,,CONSIDERABLE,202603311429-KLOT-WUUS53-SVRLOT,Borchardt,2026
LOT,2026-03-10 21:32,2026-03-10 22:15,2026-03-10 21:32,202603102215,SV,P,W,6,NEW,,883.1847010482319,2026-03-10 21:32,,,,,False,2026-03-10 21:32,2026-03-10 21:45,50.0,1.25,,,202603102132-KLOT-WUUS53-SVRLOT,Birk,2026
LOT,2026-04-17 21:09,2026-04-17 22:15,2026-04-17 21:09,202604172215,TO,P,W,15,NEW,,860.8648145299486,2026-04-17 21:09,,,,,False,2026-04-17 21:09,2026-04-17 21:20,,1.75,RADAR INDICATED,,202604172109-KLOT-WFUS53-TORLOT,Yack,2026
LOT,2026-04-15 01:20,2026-04-15 01:45,2026-04-15 01:20,202604150145,TO,P,W,12,NEW,,756.6585832830784,2026-04-15 01:20,,,,,False,2026-04-15 01:20,2026-04-15 01:31,,0.0,RADAR INDICATED,,202604150120-KLOT-WFUS53-TORLOT,Izzi,2026
LOT,2026-03-11 00:40,2026-03-11 01:45,2026-03-11 00:40,202603110145,SV,P,W,20,NEW,,356.6217286111182,2026-03-11 00:40,,,,,False,2026-03-11 00:40,2026-03-11 00:53,50.0,1.5,,,202603110040-KLOT-WUUS53-SVRLOT,Borchardt,2026
LOT,2026-04-03 00:06,2026-04-03 00:30,2026-04-03 00:06,202604030030,SV,P,W,58,NEW,,1022.5116436494704,2026-04-03 00:06,,,,,False,2026-04-03 00:06,2026-04-03 00:30,60.0,1.0,POSSIBLE,,202604030006-KLOT-WUUS53-SVRLOT,Doom,2026
LOT,2026-03-11 00:09,2026-03-11 01:00,2026-03-11 00:09,202603110115,TO,P,W,5,NEW,,486.12415295837616,2026-03-11 00:09,,,,,False,2026-03-11 00:09,2026-03-11 00:27,,2.75,OBSERVED,CONSIDERABLE,202603110009-KLOT-WFUS53-TORLOT,Donofrio,2026
LOT,2026-04-15 16:17,2026-04-25 10:57,2026-04-15 16:17,202605061532,FL,P,W,19,NEW,,144.1575363094368,2026-04-15 15:32,DSPI2,2,ER,NO,False,2026-04-15 16:17,2026-04-16 03:10,,,,,202604151532-KLOT-WGUS43-FLWLOT,DK,2026
LOT,2026-04-15 02:42,2026-04-15 03:00,2026-04-15 02:42,202604150300,SV,P,W,84,NEW,,541.0072780068471,2026-04-15 02:42,,,,,False,2026-04-15 02:42,2026-04-15 02:58,60.0,1.25,,,202604150242-KLOT-WUUS53-SVRLOT,Izzi,2026
LOT,2026-03-31 13:00,2026-03-31 13:45,2026-03-31 13:00,202603311345,SV,P,W,42,NEW,,763.9166155622622,2026-03-31 13:00,,,,,False,2026-03-31 13:00,2026-03-31 13:08,50.0,1.0,,,202603311300-KLOT-WUUS53-SVRLOT,Borchardt,2026
LOT,2026-03-11 00:01,2026-03-11 01:00,2026-03-11 00:01,202603110100,SV,P,W,16,NEW,,1689.8057642531105,2026-03-11 00:01,,,,,False,2026-03-11 00:01,2026-03-11 00:16,50.0,1.0,,,202603110001-KLOT-WUUS53-SVRLOT,Borchardt,2026
LOT,2026-03-31 13:41,2026-03-31 14:30,2026-03-31 13:41,202603311430,SV,P,W,43,NEW,,2017.6344738540456,2026-03-31 13:41,,,,,False,2026-03-31 13:41,2026-03-31 13:56,60.0,1.0,,,202603311341-KLOT-WUUS53-SVRLOT,Borchardt,2026
LOT,2026-03-07 07:37,2026-03-07 23:58,2026-03-07 07:37,202603080400,FL,P,W,2,NEW,,60.13636330638033,2026-03-07 07:09,THNI2,1,ER,NO,False,2026-03-07 07:37,2026-03-07 15:49,,,,,202603070709-KLOT-WGUS43-FLWLOT,,2026
